gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
524,-107115.55,-100887.65,Bom,Fechado dos Lados,Yes,LT,116,1569,Avenida Senhor Jesus dos Navegantes,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
987,-107154.05859701223,-100851.89900138501,Bom,Fechado dos Lados,Yes,LT,116,1569,Avenida Senhor Jesus dos Navegantes,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
569,-107425.69,-101005.38,Bom,Fechado dos Lados,Yes,LT,116,614,Praceta Dionísio Matias,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
1011,-107442.97396256146,-100964.28382638063,Bom,Fechado dos Lados,Yes,LT,116,611,Rua Costa Pinto,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
555,-107479.04447916782,-101162.71630208207,Bom,Sem Abrigo,No,LT,116,611,Rua Costa Pinto,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
525,-107487.42,-101137.8,Bom,Fechado dos Lados,Yes,LT,116,611,Rua Costa Pinto,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
546,-107715.55,-101440.41,Bom,Sem Abrigo,No,LT,116,622,Avenida Engenheiro Bonneville Franco,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
547,-107742.46,-101446.79,Bom,Fechado dos Lados,Yes,LT,116,622,Avenida Engenheiro Bonneville Franco,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
935,-107842.63,-101657.47,Bom,Sem Abrigo,No,LT,116,622,Avenida Engenheiro Bonneville Franco,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
545,-107855.7,-101644.74,Bom,Fechado dos Lados,Yes,LT,116,622,Avenida Engenheiro Bonneville Franco,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
