gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
712,-101764.30649856283,-98424.15159847475,Bom,Sem Abrigo,No,SCoTTURB,12,216,Estrada Consiglieri Pedroso,Barcarena
713,-101787.42,-98423.54,Bom,Fechado dos Lados,Yes,Vimeca,12,216,Estrada Consiglieri Pedroso,Barcarena
714,-101949.9,-98542.91,Bom,Fechado dos Lados,Yes,Vimeca,12,216,Estrada Consiglieri Pedroso,Barcarena
128,-101966.52,-98573.78,Bom,Fechado dos Lados,Yes,Vimeca,12,216,Estrada Consiglieri Pedroso,Barcarena
745,-102136.13485160771,-98663.30880207638,Bom,Fechado dos Lados,No,Vimeca,12,216,Estrada Consiglieri Pedroso,Barcarena
736,-102231.41,-98789.31,Bom,Fechado dos Lados,Yes,Vimeca,12,216,Estrada Consiglieri Pedroso,Barcarena
147,-102381.73,-98965.83,Bom,Sem Abrigo,No,Vimeca,12,950,Estrada das Palmeiras,Barcarena
153,-102409.39,-98701.67,Bom,Fechado dos Lados,Yes,Vimeca,12,269,Rua Mário Castelhano,Barcarena
149,-102638.72,-98781.31,Bom,Sem Abrigo,No,Vimeca,12,993,Rua do Trabalho,Barcarena
734,-102676.09,-98810.3,Bom,Sem Abrigo,No,Vimeca,12,950,Estrada das Palmeiras,Barcarena
159,-102708.54,-98296.07,Bom,Sem Abrigo,No,Vimeca,12,1099,Rua Quinta da Bica do Sargento,Barcarena
155,-102735.06,-98272.9,Mau,Fechado dos Lados,No,Vimeca,12,830,Estrada Militar,Barcarena
741,-102845.12,-97961.08,Bom,Sem Abrigo,No,Vimeca,12,1214,Estrada de Queluz,Carnaxide e Queijas
742,-102859.54,-97965.24,Bom,Fechado dos Lados,Yes,Vimeca,12,1214,Estrada de Queluz,Carnaxide e Queijas
686,-102931.23,-98622.69,Bom,Sem Abrigo,No,Vimeca,12,830,Estrada Militar,Barcarena
