gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
267,-105726.06,-102732.3,Bom,Fechado dos Lados,Yes,SCoTTURB,470,1521,Estrada da Ribeira da Laje,Porto Salvo
513,-107854.63,-102915.29,Bom,Fechado dos Lados,Yes,SCoTTURB,470,1422,Rua da Quinta Grande,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
556,-107825.00067489177,-103153.47411185557,Bom,Sem Abrigo,No,SCoTTURB,470,1422,Rua da Quinta Grande,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
522,-107811.57,-103173.61,Bom,Fechado dos Lados,Yes,SCoTTURB,470,1422,Rua da Quinta Grande,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
515,-107839.61,-103572.1,Bom,Sem Abrigo,No,SCoTTURB,470,550,Alameda Conde de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
500,-107558.36,-103601.65,Bom,Fechado dos Lados,Yes,SCoTTURB,470,1516,Rua Monsenhor Ferreira de Melo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
927,-107720.8493590646,-103624.00113664303,Bom,Sem Abrigo,No,SCoTTURB,470,550,Alameda Conde de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
511,-107822.87,-103711.43,Bom,Sem Abrigo,No,SCoTTURB,470,569,Rua Doutor José Carlos Moreira,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
512,-107836.26,-103714.18,Bom,Fechado dos Lados,Yes,SCoTTURB,470,569,Rua Doutor José Carlos Moreira,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
372,-107025.86,-103844.74,Bom,Sem Abrigo,No,SCoTTURB,470,1338,Avenida Gonçalves Zarco,
520,-107795.85,-103878.54,Bom,Fechado dos Lados,Yes,SCoTTURB,470,557,Avenida Dom José I,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
519,-107802.03,-103891.09,Bom,Sem Abrigo,No,SCoTTURB,470,557,Avenida Dom José I,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
265,-107430.38,-103996.06,Bom,Fechado dos Lados,Yes,SCoTTURB,470,557,Avenida Dom José I,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
264,-107670.49,-103999.05,Bom,Fechado dos Lados,Yes,SCoTTURB,470,557,Avenida Dom José I,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
263,-107314.88,-104013.15,Bom,Fechado dos Lados,Yes,SCoTTURB,470,1426,Avenida da República,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
824,-107062.58,-104020.28,Bom,Fechado dos Lados,No,SCoTTURB,470,1338,Avenida Gonçalves Zarco,
262,-107284.78,-104045.09,Bom,Fechado dos Lados,Yes,SCoTTURB,470,1426,Avenida da República,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
825,-107055.50456594216,-104067.91249783144,Bom,Sem Abrigo,No,SCoTTURB,470,1338,Avenida Gonçalves Zarco,
