gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
21,-105136.75,-95897.19,Bom,Fechado dos Lados,Yes,Carris,748,416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
11,-105158.82133137222,-95894.13861202101,Bom,Fechado dos Lados,Yes,Carris,748,416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
650,-105259.11583333602,-95350.71833333441,Bom,Sem Abrigo,No,Carris,748,113,Alameda FerNo Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
23,-105261.03,-95520.31,Bom,Sem Abrigo,No,Carris,748,124,Avenida José Gomes Ferreira,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
13,-105268.05,-95547.68,Bom,Fechado dos Lados,Yes,Carris,748,124,Avenida José Gomes Ferreira,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
651,-105300.44,-95336.46,Bom,Fechado dos Lados,Yes,Carris,748,113,Alameda FerNo Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
15,-105325.87,-95135.44,Bom,Fechado dos Lados,Yes,Carris,748,113,Alameda FerNo Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
645,-105353.27,-95172.19,Bom,Fechado dos Lados,Yes,Carris,748,113,Alameda FerNo Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
14,-105367.42,-95012.5,Bom,Sem Abrigo,No,Carris,748,113,Alameda FerNo Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
54,-105456.01,-94993.65,Bom,Fechado dos Lados,Yes,Carris,748,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
633,-105696.83,-95075.27,Bom,Fechado dos Lados,Yes,Carris,748,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
