gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
946,-103055.33836526402,-95462.37048401365,Bom,Fechado dos Lados,No,Carris,108,25,Estrada de Alfragide,
590,-103055.84,-95605.42,Bom,Sem Abrigo,No,LT,108,25,Estrada de Alfragide,Carnaxide e Queijas
591,-103097.89,-95148.46,Razoavel,Fechado dos Lados,Yes,LT,108,25,Estrada de Alfragide,Carnaxide e Queijas
592,-103100.09,-95100.64,Razoavel,Fechado dos Lados,Yes,LT,108,25,Estrada de Alfragide,Carnaxide e Queijas
173,-103441.79,-96114.45,Bom,Fechado dos Lados,No,LT,108,276,Estrada da Amadora,Carnaxide e Queijas
174,-103456.83,-96098.84,Bom,Fechado dos Lados,No,LT,108,276,Estrada da Amadora,Carnaxide e Queijas
175,-103543.27,-96685.43,Bom,Fechado dos Lados,Yes,LT,108,276,Estrada da Amadora,Carnaxide e Queijas
176,-103550.21,-96609.89,Bom,Aberto dos Lados,Yes,LT,108,276,Estrada da Amadora,Carnaxide e Queijas
177,-103782.94,-96828.11,Bom,Sem Abrigo,No,LT,108,1113,Avenida de Portugal,Carnaxide e Queijas
178,-103793.26,-96821.2,Bom,Fechado dos Lados,Yes,LT,108,1113,Avenida de Portugal,Carnaxide e Queijas
693,-103934.24,-96642.56,Bom,Fechado dos Lados,Yes,LT,108,1113,Avenida de Portugal,Carnaxide e Queijas
692,-103960,-96640.32,Bom,Fechado dos Lados,Yes,Carris,108,1113,Avenida de Portugal,Carnaxide e Queijas
817,-104091.69,-96778.69,Bom,Fechado dos Lados,No,LT,108,362,Largo da Pátria Nova,Carnaxide e Queijas
813,-104117.95,-97049.09,Bom,Fechado dos Lados,Yes,LT,108,303,Rua Cinco de Outubro,Carnaxide e Queijas
816,-104200.64,-96833.39,Bom,Fechado dos Lados,Yes,LT,108,1279,Avenida Tomás Ribeiro,Carnaxide e Queijas
236,-104266.39,-96923.24,Bom,Sem Abrigo,No,LT,108,308,Estrada do Desvio,Carnaxide e Queijas
1009,-104303.63612383851,-98554.7783833525,Bom,Sem Abrigo,No,LT,108,79,Rua dos Açores,Carnaxide e Queijas
