gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
706,-101856.51,-101822.02,Bom,Fechado dos Lados,Yes,Vimeca,15,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
703,-101884.93,-101826.65,Bom,Fechado dos Lados,Yes,Vimeca,15,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
719,-102227.22,-101894.71,Bom,Fechado dos Lados,Yes,Vimeca,15,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
718,-102227.55,-101920.36,Bom,Fechado dos Lados,Yes,Vimeca,15,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
728,-102509.72,-101859.8,Bom,Fechado dos Lados,Yes,Vimeca,15,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
729,-102515.87,-101878.09,Bom,Fechado dos Lados,Yes,Vimeca,15,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
724,-102849.51,-101421.76,Bom,Fechado dos Lados,Yes,Vimeca,15,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
129,-102865.58,-101399.39,Bom,Fechado dos Lados,Yes,Vimeca,15,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
763,-103544.73,-101579.29,Bom,Fechado dos Lados,No,Vimeca,15,735,Estrada de Leião,Porto Salvo
754,-103586.35,-101579.63,Bom,Fechado dos Lados,Yes,Vimeca,15,735,Estrada de Leião,Porto Salvo
183,-103678.36,-96590.26,Bom,Fechado dos Lados,Yes,Vimeca,15,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
791,-103705.46,-96673.6,Bom,Aberto dos Lados,Yes,Vimeca,15,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
595,-103725.69,-95975.2,Bom,Fechado dos Lados,Yes,Vimeca,15,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas
182,-103746.76,-96396.66,Bom,Fechado dos Lados,Yes,SCoTTURB,15,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
181,-103780.59,-96372.2,Bom,Aberto dos Lados,Yes,Vimeca,15,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
180,-103842.39,-96260.96,Bom,Fechado dos Lados,Yes,Vimeca,15,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
594,-103879.91,-95751.23,Bom,Fechado dos Lados,No,Vimeca,15,1116,Avenida Professor Dr. Reinaldo dos Santos,Carnaxide e Queijas
185,-103922.82,-96235.62,Bom,Fechado dos Lados,Yes,SCoTTURB,15,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas
89,-103934.24,-96642.56,Bom,Fechado dos Lados,Yes,Vimeca,15,1113,Avenida de Portugal,Carnaxide e Queijas
90,-103960,-96640.32,Bom,Fechado dos Lados,Yes,Vimeca,15,1113,Avenida de Portugal,Carnaxide e Queijas
107,-103972.32,-95981.88,Bom,Fechado dos Lados,Yes,Vimeca,15,1113,Avenida de Portugal,Carnaxide e Queijas
250,-104031.08,-96173.83,Bom,Fechado dos Lados,Yes,Vimeca,15,1113,Avenida de Portugal,Carnaxide e Queijas
597,-104058.98,-95839.14,Bom,Fechado dos Lados,Yes,Vimeca,15,1137,Rua Tenente-General Zeferino Sequeira,Carnaxide e Queijas
953,-104075.89,-95771.82,Bom,Fechado dos Lados,Yes,Vimeca,15,1116,Avenida Professor Dr. Reinaldo dos Santos,Carnaxide e Queijas
248,-104091.69,-96778.69,Bom,Fechado dos Lados,No,Vimeca,15,362,Largo da Pátria Nova,Carnaxide e Queijas
243,-104117.95,-97049.09,Bom,Fechado dos Lados,Yes,Vimeca,15,303,Rua Cinco de Outubro,Carnaxide e Queijas
247,-104200.64,-96833.39,Bom,Fechado dos Lados,Yes,Vimeca,15,1279,Avenida Tomás Ribeiro,Carnaxide e Queijas
609,-104226.49,-95797.22,Bom,Fechado dos Lados,Yes,Vimeca,15,327,Avenida do Forte,Carnaxide e Queijas
242,-104235.94,-96573.14,Bom,Fechado dos Lados,Yes,Vimeca,15,1279,Avenida Tomás Ribeiro,Carnaxide e Queijas
255,-104240.6,-96543.14,Bom,Fechado dos Lados,Yes,Vimeca,15,1279,Avenida Tomás Ribeiro,Carnaxide e Queijas
82,-104255.84,-95234.54,Bom,Fechado dos Lados,No,Vimeca,15,306,Rua dos Cravos de Abril,Carnaxide e Queijas
604,-104256.82,-95173.34,Bom,Fechado dos Lados,No,Vimeca,15,306,Rua dos Cravos de Abril,Carnaxide e Queijas
798,-104277.99,-101693.69,Bom,Fechado dos Lados,Yes,Vimeca,15,735,Estrada de Leião,Porto Salvo
628,-104278.88666597521,-94122.56603635015,Bom,Sem Abrigo,No,Vimeca,15,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
799,-104280.83,-98312.61,Bom,Fechado dos Lados,No,Vimeca,15,1766,Praceta Antonio Leal de Oliveira,Carnaxide e Queijas
39,-104282.32,-95055.6,Bom,Fechado dos Lados,Yes,Vimeca,15,306,Rua dos Cravos de Abril,Carnaxide e Queijas
50,-104287.85,-94105.37,Bom,Fechado dos Lados,Yes,Vimeca,15,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
599,-104296.72,-95828.26,Bom,Fechado dos Lados,Yes,Vimeca,15,327,Avenida do Forte,Carnaxide e Queijas
40,-104302.13,-95043.86,Bom,Fechado dos Lados,Yes,Vimeca,15,306,Rua dos Cravos de Abril,Carnaxide e Queijas
1010,-104303.63612383853,-98554.77838335252,Bom,Sem Abrigo,No,Vimeca,15,79,Rua dos Açores,Carnaxide e Queijas
246,-104328.14,-96988.84,Bom,Sem Abrigo,No,Vimeca,15,1279,Avenida Tomás Ribeiro,Carnaxide e Queijas
