gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
960,-107102.8,-101781.42,Bom,Fechado dos Lados,Yes,SCoTTURB,471,527,Avenida de Brasília,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
561,-107268.49,-101728.6,Bom,Fechado dos Lados,Yes,SCoTTURB,471,1440,Rua São Salvador da Baía,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
537,-107286.31,-102095.09,Bom,Fechado dos Lados,No,SCoTTURB,471,1325,Rua da Figueirinha,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
502,-107319.63,-102563.55,Bom,Fechado dos Lados,Yes,SCoTTURB,471,578,Avenida Embaixador Augusto de Castro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
560,-107381,-101739.33,Bom,Fechado dos Lados,Yes,SCoTTURB,471,1398,Avenida de Moçambique,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
559,-107472.33,-101878.29,Bom,Fechado dos Lados,Yes,SCoTTURB,471,1398,Avenida de Moçambique,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
834,-107559.62,-102708.32,Bom,Fechado dos Lados,Yes,SCoTTURB,471,514,Largo Avião Lusitânia,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
933,-107581.42,-102198.59,Bom,Fechado dos Lados,Yes,SCoTTURB,471,533,Rua Cândido dos Reis,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
924,-107625.08,-103117.77,Bom,Fechado dos Lados,No,SCoTTURB,471,1431,Avenida Salvador Allende,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
928,-107653.99,-103018.24,Bom,Fechado dos Lados,Yes,SCoTTURB,471,1372,Rua dos Lagares da Quinta,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
506,-107655.98,-102504.64,Bom,Fechado dos Lados,Yes,SCoTTURB,471,533,Rua Cândido dos Reis,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
918,-107752.93,-102745.45,Bom,Fechado dos Lados,Yes,SCoTTURB,471,559,Rua Desembargador Faria,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
1026,-108103.16416368041,-103073.41174351703,Bom,Sem Abrigo,No,SCoTTURB,471,1342,Rua Henrique de Paiva Couceiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
574,-108145.87,-103052.15,Bom,Fechado dos Lados,Yes,SCoTTURB,471,1332,Rua da Fundição de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
914,-108221.94694854727,-102975.10717631762,Bom,Aberto dos Lados,No,SCoTTURB,471,1346,Rua Infanta Dona Isabel,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
497,-108401.93,-103222.84,Bom,Sem Abrigo,No,SCoTTURB,471,1344,Avenida Infante Dom Henrique,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
575,-108450.51,-102954.49,Bom,Fechado dos Lados,Yes,SCoTTURB,471,1346,Rua Infanta Dona Isabel,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
974,-108611,-103212.55,Bom,Fechado dos Lados,Yes,SCoTTURB,471,556,Avenida Dom João I,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
971,-108633.94,-103087.73,Bom,Fechado dos Lados,Yes,SCoTTURB,471,556,Avenida Dom João I,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
580,-108654.89,-103440.08,Bom,Fechado dos Lados,Yes,SCoTTURB,471,1344,Avenida Infante Dom Henrique,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
939,-108680.61,-103239.46,Razoavel,Fechado dos Lados,Yes,SCoTTURB,471,561,Rua Dona Filipa de Lencastre,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
587,-108937.83,-103208.76,Razoavel,Fechado dos Lados,Yes,SCoTTURB,471,491,Rua de Aljubarrota,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
