gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
872,-106368.26,-101705.73,Bom,Sem Abrigo,Yes,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
391,-106420.98,-101611.2,Bom,Fechado dos Lados,Yes,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
871,-106541.47,-101422.66,Bom,Fechado dos Lados,Yes,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
407,-106584.03,-101407.23,Bom,Sem Abrigo,No,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
873,-106648.75190204488,-101501.00032816519,Bom,Sem Abrigo,No,LT,111,1359,Rua José de Azambuja Proença,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
394,-106663.26,-101486.4,Bom,Sem Abrigo,No,LT,111,1359,Rua José de Azambuja Proença,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
403,-106688.88,-101392.42,Bom,Fechado dos Lados,Yes,LT,111,51,Rua A Gazeta D´Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
404,-106707.27,-101357.94,Bom,Sem Abrigo,No,LT,111,51,Rua A Gazeta D´Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
408,-106741.29,-101198.09,Bom,Fechado dos Lados,Yes,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
390,-106769.62,-101182.57,Bom,Sem Abrigo,No,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
874,-106828.30282704088,-101321.74130648235,Bom,Fechado dos Lados,Yes,LT,111,51,Rua A Gazeta D´Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
875,-106837.97523209226,-101312.81293258877,Bom,Fechado dos Lados,Yes,LT,111,51,Rua A Gazeta D´Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
398,-106850.3,-101488.95,Bom,Sem Abrigo,No,LT,111,51,Rua A Gazeta D´Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
399,-106862.17,-101462.2,Bom,Sem Abrigo,No,LT,111,51,Rua A Gazeta D´Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
548,-107036.05,-101530.9,Bom,Fechado dos Lados,Yes,LT,111,51,Rua A Gazeta D´Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
549,-107045.27,-101540.24,Bom,Fechado dos Lados,Yes,LT,111,51,Rua A Gazeta D´Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
570,-107050.23,-100723.54,Bom,Fechado dos Lados,Yes,LT,111,605,Rua Conde das Alcáçovas,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
564,-107094.68,-101630.41,Bom,Sem Abrigo,No,LT,111,601,Rua Carlos Vieira Ramos,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
551,-107102.8,-101781.42,Bom,Fechado dos Lados,Yes,LT,111,527,Avenida de Brasília,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
