gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
859,-105043.39,-96109.56,Bom,Fechado dos Lados,Yes,Vimeca,11,1283,Avenida Vinte e Cinco de Abril de 1974,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
858,-105062.32,-96107.23,Bom,Fechado dos Lados,Yes,Vimeca,11,1283,Avenida Vinte e Cinco de Abril de 1974,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
360,-105210.86,-96382.34,Bom,Fechado dos Lados,Yes,Vimeca,11,1283,Avenida Vinte e Cinco de Abril de 1974,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
370,-105284.38,-95991.59,Bom,Fechado dos Lados,Yes,SCoTTURB,11,431,Rua de Ceuta,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
351,-105287.42,-96454.4,Bom,Fechado dos Lados,Yes,Vimeca,11,1283,Avenida Vinte e Cinco de Abril de 1974,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
19,-105294.01,-95844.02,Bom,Sem Abrigo,No,Vimeca,11,431,Rua de Ceuta,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
371,-105299.61,-95995.91,Bom,Sem Abrigo,No,Vimeca,11,431,Rua de Ceuta,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
18,-105326.04,-95824.84,Bom,Fechado dos Lados,No,Vimeca,11,443,Rua Doutor Agostinho de Campos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
352,-105326.62,-96569.43,Bom,Fechado dos Lados,Yes,Vimeca,11,1283,Avenida Vinte e Cinco de Abril de 1974,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
16,-105373.94,-95734.72,Bom,Sem Abrigo,No,Vimeca,11,431,Rua de Ceuta,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
339,-105452.81,-96732.86,Bom,Fechado dos Lados,Yes,Vimeca,11,432,Calçada do Chafariz,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
347,-105493.13,-96785.72,Bom,Fechado dos Lados,Yes,Vimeca,11,432,Calçada do Chafariz,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
362,-105538.35,-96008.83,Bom,Fechado dos Lados,Yes,Vimeca,11,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
26,-105556.0408335595,-95684.40583339432,Bom,Sem Abrigo,No,Vimeca,11,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
27,-105587.02,-95875.21,Bom,Fechado dos Lados,Yes,Vimeca,11,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
28,-105593.51,-95907.44,Bom,Aberto dos Lados,No,Vimeca,11,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
86,-105637.56,-96808.45,Bom,Fechado dos Lados,Yes,Vimeca,11,411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
348,-105643.02,-96045.85,Bom,Aberto dos Lados,No,Vimeca,11,442,Rua Domingos Fernandes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
85,-105653.28,-96814.42,Bom,Fechado dos Lados,Yes,Vimeca,11,411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
337,-105713.9,-96309.68,Bom,Aberto dos Lados,No,Vimeca,11,1251,Rua Pedro Álvares Cabral,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
338,-105719.88,-96325.39,Bom,Aberto dos Lados,No,Vimeca,11,1251,Rua Pedro Álvares Cabral,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
341,-105797.42,-96746.57,Bom,Fechado dos Lados,Yes,Vimeca,11,411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
342,-105815.99,-96725.14,Bom,Fechado dos Lados,Yes,Vimeca,11,411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
