gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
746,-103402.21,-102780,Bom,Sem Abrigo,No,LT,122,1652,Avenida Diogo Lopes de Sequeira,Porto Salvo
747,-103418.71,-102966.92,Bom,Fechado dos Lados,No,Carris,122,1653,Avenida Gaspar Corte Real,Porto Salvo
165,-103427.95,-102788.2,Bom,Fechado dos Lados,No,LT,122,1652,Avenida Diogo Lopes de Sequeira,Porto Salvo
163,-103452.97,-102640.79,Bom,Fechado dos Lados,No,LT,122,1652,Avenida Diogo Lopes de Sequeira,Porto Salvo
164,-103464.95,-102647.48,Bom,Fechado dos Lados,No,LT,122,1652,Avenida Diogo Lopes de Sequeira,Porto Salvo
761,-103589.75,-102328.21,Bom,Sem Abrigo,No,LT,122,1651,Avenida Lopo Soares de Albergaria,Porto Salvo
760,-103595.2,-102342.08,Bom,Fechado dos Lados,No,LT,122,1651,Avenida Lopo Soares de Albergaria,Porto Salvo
759,-103754.86,-102383.62,Bom,Sem Abrigo,No,LT,122,1692,Rua Augusta,Porto Salvo
758,-103782.6,-102354.54,Bom,Fechado dos Lados,No,LT,122,1692,Rua Augusta,Porto Salvo
166,-104013.89,-102412.58,Bom,Sem Abrigo,No,LT,122,1698,Rua de São José,Porto Salvo
204,-104054.48,-102333.36,Bom,Fechado dos Lados,No,LT,122,1692,Rua Augusta,Porto Salvo
203,-104060.31,-102343.26,Bom,Sem Abrigo,No,LT,122,1692,Rua Augusta,Porto Salvo
198,-104273.72,-102318.75,Bom,Sem Abrigo,No,LT,122,695,Avenida Dom Pedro V,Porto Salvo
199,-104309.46,-102333.17,Bom,Fechado dos Lados,No,LT,122,705,Avenida Engenheiro Arantes e Oliveira,Porto Salvo
207,-104333.51,-102157.13,Bom,Aberto dos Lados,No,LT,122,705,Avenida Engenheiro Arantes e Oliveira,Porto Salvo
212,-104337.69,-101982.34,Bom,Sem Abrigo,No,LT,122,1631,Rua Sete de Junho,Porto Salvo
206,-104352.88,-102155.61,Bom,Fechado dos Lados,No,LT,122,690,Rua do Comércio,Porto Salvo
201,-104367.8,-102011.46,Bom,Sem Abrigo,No,LT,122,1631,Rua Sete de Junho,Porto Salvo
200,-104420.26,-102140.16,Bom,Sem Abrigo,No,LT,122,1631,Rua Sete de Junho,Porto Salvo
202,-104559.73,-102074.01,Bom,Fechado dos Lados,No,LT,122,1611,Rua das Portelas,Porto Salvo
211,-104613.4385006046,-102059.62741233375,Bom,Sem Abrigo,No,LT,122,1611,Rua das Portelas,Porto Salvo
194,-104887.93,-101935.17,Bom,Sem Abrigo,No,LT,122,1611,Rua das Portelas,Porto Salvo
195,-104888.12,-101925.58,Bom,Sem Abrigo,No,LT,122,1611,Rua das Portelas,Porto Salvo
197,-104911.17,-102075.08,Bom,Sem Abrigo,No,LT,122,687,Rua do Casal do Deserto,Porto Salvo
196,-104948.14,-102024.5,Bom,Sem Abrigo,No,LT,122,687,Rua do Casal do Deserto,Porto Salvo
189,-104980,-102444.39,Bom,Sem Abrigo,No,LT,122,755,Rua Oliveira Martins,Porto Salvo
188,-104998.59,-102447.95,Bom,Sem Abrigo,No,LT,122,755,Rua Oliveira Martins,Porto Salvo
269,-105203.57,-102507.02,Bom,Sem Abrigo,No,LT,122,755,Rua Oliveira Martins,Porto Salvo
268,-105213.17,-102489.26,Bom,Fechado dos Lados,Yes,LT,122,755,Rua Oliveira Martins,Porto Salvo
830,-105227.47,-102176.58,Bom,Fechado dos Lados,Yes,LT,122,1682,Avenida Santa Casa da Misericordia de Oeiras,Porto Salvo
832,-105236.25,-102190.54,Bom,Fechado dos Lados,Yes,LT,122,1682,Avenida Santa Casa da Misericordia de Oeiras,Porto Salvo
827,-105268.41,-102428.49,Bom,Fechado dos Lados,Yes,LT,122,1680,Rua Encosta das Lagoas,Porto Salvo
831,-105274.84,-101913.18,Bom,Fechado dos Lados,Yes,LT,122,1682,Avenida Santa Casa da Misericordia de Oeiras,Porto Salvo
266,-105280.44,-102478.21,Bom,Fechado dos Lados,Yes,LT,122,1680,Rua Encosta das Lagoas,Porto Salvo
829,-105291.98,-101912.29,Bom,Fechado dos Lados,Yes,LT,122,1682,Avenida Santa Casa da Misericordia de Oeiras,Porto Salvo
282,-105530.56,-101934.24,Bom,Fechado dos Lados,Yes,LT,122,1497,Avenida dos Bombeiros Voluntários de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
283,-105571.85,-101959.97,Bom,Fechado dos Lados,Yes,LT,122,1497,Avenida dos Bombeiros Voluntários de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
281,-105866.86,-101977.3,Bom,Fechado dos Lados,Yes,LT,122,1497,Avenida dos Bombeiros Voluntários de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
294,-105880.9,-101989.75,Bom,Fechado dos Lados,Yes,LT,122,1497,Avenida dos Bombeiros Voluntários de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
378,-106228.95,-102033.94,Bom,Sem Abrigo,Yes,LT,122,1497,Avenida dos Bombeiros Voluntários de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
989,-106533.85390436777,-102159.09374561995,Bom,Aberto dos Lados,No,LT,122,1407,Estrada de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
869,-106637.67595501819,-102220.03308837875,Bom,Sem Abrigo,No,LT,122,1407,Estrada de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
541,-107041.47,-102109.11,Bom,Fechado dos Lados,Yes,LT,122,1427,Avenida Rio de Janeiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
542,-107049.08,-102098.31,Bom,Fechado dos Lados,Yes,LT,122,1427,Avenida Rio de Janeiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
503,-107081.63,-102504.58,Bom,Fechado dos Lados,Yes,LT,122,1427,Avenida Rio de Janeiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
516,-107095.35,-102502.91,Bom,Fechado dos Lados,Yes,LT,122,1427,Avenida Rio de Janeiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
543,-107125.25,-102350.86,Bom,Fechado dos Lados,Yes,LT,122,545,Praça Comandante Henrique Moreira Rato,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
10,-107129.12,-102327.55,Bom,Fechado dos Lados,Yes,LT,122,545,Praça Comandante Henrique Moreira Rato,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
540,-107146.31,-102052.84,Bom,Fechado dos Lados,Yes,LT,122,1325,Rua da Figueirinha,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
540,-107146.31,-102052.84,Bom,Fechado dos Lados,Yes,LT,122,1325,Rua da Figueirinha,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
