gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
97,-101959.47,-101795.46,Bom,Sem Abrigo,No,LT,119,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
98,-101970.18,-101783.3,Bom,Sem Abrigo,No,LT,119,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
99,-101995.52,-102016.59,Bom,Fechado dos Lados,No,LT,119,1668,Avenida Engenheiro Valente de Oliveira,Porto Salvo
707,-102002.37,-102008.48,Bom,Fechado dos Lados,No,LT,119,1668,Avenida Engenheiro Valente de Oliveira,Porto Salvo
717,-102227.22,-101894.71,Bom,Fechado dos Lados,Yes,LT,119,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
716,-102227.55,-101920.36,Bom,Fechado dos Lados,Yes,LT,119,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
726,-102509.72,-101859.8,Bom,Fechado dos Lados,Yes,LT,119,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
727,-102515.87,-101878.09,Bom,Fechado dos Lados,Yes,LT,119,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
725,-102556.6,-102172.39,Bom,Sem Abrigo,No,LT,119,1671,Rua Professor Dr. José Pinto Peixoto,Porto Salvo
132,-102642.99,-102233.26,Bom,Sem Abrigo,No,LT,119,1668,Avenida Engenheiro Valente de Oliveira,Porto Salvo
722,-102849.51,-101421.76,Bom,Fechado dos Lados,Yes,LT,119,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
723,-102865.58,-101399.39,Bom,Fechado dos Lados,Yes,LT,119,1667,Avenida Professor Dr. Cavaco Silva,Porto Salvo
130,-102992.86,-102011.13,Bom,Sem Abrigo,No,LT,119,1670,Avenida Domingos Vandelli,Porto Salvo
731,-103012.13,-102009.23,Bom,Sem Abrigo,No,LT,119,711,Rua Fernando Sabido,Porto Salvo
749,-103174.51,-101870.25,Bom,Sem Abrigo,No,LT,119,1634,Estrada de Talaíde,Porto Salvo
750,-103210.92,-101837,Bom,Fechado dos Lados,No,LT,119,1634,Estrada de Talaíde,Porto Salvo
752,-103260.70410270982,-101287.68122082386,Bom,,No,LT,119,262,Estrada de Leceia,Porto Salvo
751,-103269.77,-101294.22,Bom,Sem Abrigo,No,LT,119,262,Estrada de Leceia,Porto Salvo
775,-103358.57,-100763.83,Bom,Fechado dos Lados,Yes,LT,119,262,Estrada de Leceia,Barcarena
776,-103364.8,-100773.19,Bom,Sem Abrigo,No,LT,119,262,Estrada de Leceia,Barcarena
777,-103456.31,-100462.21,Bom,Fechado dos Lados,No,LT,119,262,Estrada de Leceia,Barcarena
778,-103467.02,-100463.6,Bom,Sem Abrigo,No,LT,119,262,Estrada de Leceia,Barcarena
748,-103481.37,-101650.92,Bom,Fechado dos Lados,No,LT,119,1634,Estrada de Talaíde,Porto Salvo
757,-103529.69,-101634.82,Bom,Sem Abrigo,No,LT,119,1661,Rua Henrique Marques,Porto Salvo
762,-103544.73,-101579.29,Bom,Fechado dos Lados,Yes,LT,119,735,Estrada de Leião,Porto Salvo
756,-103586.35,-101579.63,Bom,Fechado dos Lados,Yes,LT,119,735,Estrada de Leião,Porto Salvo
782,-103699.86,-100194.78,Bom,Fechado dos Lados,Yes,LT,119,1001,Rua da Fonte,Barcarena
786,-103718.6,-100106.34,Bom,Sem Abrigo,No,LT,119,242,Largo General Humberto Delgado,Barcarena
784,-103738.83,-100125.9,Bom,Sem Abrigo,No,LT,119,242,Largo General Humberto Delgado,Barcarena
772,-103786.35,-100195.03,Bom,Sem Abrigo,No,LT,119,244,Rua Gil Vicente,Barcarena
783,-103895.41,-100162.43,Bom,Sem Abrigo,No,LT,119,274,Rua do Moinho,Barcarena
694,-104519.7809297323,-100793.13013878663,Bom,Sem Abrigo,No,LT,119,679,Rua Artur Moura,Porto Salvo
213,-104589.54,-100696.1,Bom,Fechado dos Lados,No,LT,119,1640,Avenida Vinte e Cinco de Abril,Porto Salvo
259,-104635.54,-100919.19,Bom,Fechado dos Lados,Yes,LT,119,685,Rua Carlos Paião,Porto Salvo
222,-104759.2,-100697.28,Bom,Sem Abrigo,No,LT,119,1640,Avenida Vinte e Cinco de Abril,Porto Salvo
109,-104899.42,-100859.7,Bom,Fechado dos Lados,No,LT,119,1640,Avenida Vinte e Cinco de Abril,Porto Salvo
108,-104913.48,-100837.78,Bom,Fechado dos Lados,No,LT,119,1640,Avenida Vinte e Cinco de Abril,Porto Salvo
257,-105076.45,-100946.89,Bom,Sem Abrigo,No,LT,119,1640,Avenida Vinte e Cinco de Abril,Porto Salvo
258,-105092.32,-100957.4,Bom,Sem Abrigo,No,Carris,119,1640,Avenida Vinte e Cinco de Abril,Porto Salvo
276,-105287.53,-101100.79,Bom,Sem Abrigo,No,LT,119,70,Rua Actor António Pinheiro,Porto Salvo
277,-105302.37,-101111.62,Bom,Fechado dos Lados,No,LT,119,70,Rua Actor António Pinheiro,Porto Salvo
287,-105447.82,-101232.23,Bom,Fechado dos Lados,Yes,LT,119,1540,Estrada de Paço de Arcos,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
1004,-105463.93407291333,-101208.08123805858,Bom,Fechado dos Lados,Yes,LT,119,1540,Estrada de Paço de Arcos,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
