gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
54,-105456.01,-94993.65,Bom,Fechado dos Lados,Yes,Carris,750,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
633,-105696.83,-95075.27,Bom,Fechado dos Lados,Yes,Carris,750,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
677,-106071.42513405527,-95039.14634930693,Bom,Fechado dos Lados,Yes,Carris,750,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
670,-106112.38652897863,-95027.71017120728,Bom,Fechado dos Lados,Yes,Carris,750,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
676,-106283.09180093784,-95136.51301607292,Bom,Sem Abrigo,Yes,Carris,750,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
667,-106342.5,-95131.58,Bom,Fechado dos Lados,Yes,Carris,750,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
673,-106563.02096789006,-95186.78384945756,Bom,Sem Abrigo,No,Carris,750,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
672,-106566.19596789329,-95165.08801610209,Bom,Sem Abrigo,No,Carris,750,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
656,-106786.85846811837,-95149.7421827531,Bom,Fechado dos Lados,Yes,Carris,750,155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
69,-106799.79,-95252.14,Bom,Sem Abrigo,No,Carris,750,155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
456,-107086.94,-95183.62,Bom,Fechado dos Lados,Yes,Carris,750,102,Largo Dom Manuel I,
