gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
603,-104172.6851196953,-95216.43740152338,Bom,Sem Abrigo,No,Carris,714,347,Rua da Liberdade,Carnaxide e Queijas
685,-104174.54200948933,-95114.07850277536,Bom,Sem Abrigo,No,Carris,714,347,Rua da Liberdade,Carnaxide e Queijas
1032,-104222.84172433561,-94001.25535769734,Bom,Fechado dos Lados,Yes,Carris,714,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
980,-104256.82,-95173.34,Bom,Fechado dos Lados,Yes,Carris,714,306,Rua dos Cravos de Abril,Carnaxide e Queijas
627,-104278.88666597521,-94122.56603635015,Bom,Sem Abrigo,No,Carris,714,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
43,-104445.64,-94921.33,Bom,Fechado dos Lados,No,Carris,714,1134,Largo Sete de Junho de 1759,Carnaxide e Queijas
631,-104458.04,-94329.86,Bom,Fechados dos Lados,No,Carris,714,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
619,-104458.52,-94926.22,Bom,Fechado dos Lados,Yes,Carris,714,1134,Largo Sete de Junho de 1759,Carnaxide e Queijas
615,-104497.842173306,-94358.908881103,Bom,Fechado dos Lados,Yes,Carris,714,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
623,-104578.88,-94652.12,Bom,Sem Abrigo,No,Carris,714,365,Estrada da Portela,Carnaxide e Queijas
979,-104677.06,-94473.47,Bom,Fechado dos Lados,No,Carris,714,1160,Rua Cincinato da Costa,Carnaxide e Queijas
978,-104683.1,-94486.15,Bom,Fechado dos Lados,No,Carris,714,1160,Rua Cincinato da Costa,Carnaxide e Queijas
