gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
124,-101302.34,-99804.3,Bom,Fechado dos Lados,No,LT,117,252,Avenida Infante Dom Henrique,Barcarena
123,-101315.5,-99829.06,Bom,Fechado dos Lados,No,LT,117,252,Avenida Infante Dom Henrique,Barcarena
117,-101493.79,-99968.88,Bom,Fechado dos Lados,Yes,LT,117,252,Avenida Infante Dom Henrique,Barcarena
116,-101520.29,-100001.26,Bom,Fechado dos Lados,Yes,Carris,117,252,Avenida Infante Dom Henrique,Barcarena
119,-101709.63,-100014.88,Bom,Fechado dos Lados,Yes,LT,117,978,Avenida de Santo António de Tercena,Barcarena
118,-101728.86,-100021.08,Bom,Fechado dos Lados,No,LT,117,978,Avenida de Santo António de Tercena,Barcarena
120,-101884.83,-100069.82,Bom,Fechado dos Lados,Yes,LT,117,978,Avenida de Santo António de Tercena,Barcarena
121,-101894.85,-100053.16,Bom,Sem Abrigo,No,LT,117,978,Avenida de Santo António de Tercena,Barcarena
122,-102021.07,-99964.5,Bom,Sem Abrigo,No,LT,117,978,Avenida de Santo António de Tercena,Barcarena
141,-102028.47,-99961.71,Bom,Sem Abrigo,No,LT,117,978,Avenida de Santo António de Tercena,Barcarena
143,-102122.63,-99975.95,Bom,Sem Abrigo,No,LT,117,241,Estrada das Fontainhas,Barcarena
142,-102137.2,-99979.69,Bom,Sem Abrigo,No,LT,117,241,Estrada das Fontainhas,Barcarena
139,-102277.41,-100088.41,Bom,Sem Abrigo,No,LT,117,241,Estrada das Fontainhas,Barcarena
140,-102285.58,-100095.76,Bom,Sem Abrigo,No,LT,117,241,Estrada das Fontainhas,Barcarena
137,-102792.58,-99921.93,Bom,Sem Abrigo,No,LT,117,201,Estrada do Cacém,Barcarena
138,-102814.25,-99907.47,Mau,Fechado dos Lados,No,LT,117,201,Estrada do Cacém,Barcarena
770,-103163.15,-99786.4,Bom,Fechado dos Lados,Yes,LT,117,201,Estrada do Cacém,Barcarena
767,-103244.97,-99729.51,Bom,Fechado dos Lados,Yes,LT,117,235,Rua Felner Duarte,Barcarena
779,-103283.29,-99818.83,Bom,Fechado dos Lados,No,Carris,117,985,Rua Sete de Junho,Barcarena
