gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
745,-102136.13485160771,-98663.30880207638,Bom,Fechado dos Lados,No,Vimeca,06,216,Estrada Consiglieri Pedroso,Barcarena
736,-102231.41,-98789.31,Bom,Fechado dos Lados,Yes,Vimeca,06,216,Estrada Consiglieri Pedroso,Barcarena
147,-102381.73,-98965.83,Bom,Sem Abrigo,No,Vimeca,06,950,Estrada das Palmeiras,Barcarena
156,-102400.99,-98945.23,Bom,Sem Abrigo,No,Vimeca,06,950,Estrada das Palmeiras,Barcarena
161,-102932.36,-98676.69,Bom,Fechado dos Lados,Yes,Vimeca,06,830,Estrada Militar,Barcarena
162,-102962.16,-98672.14,Bom,Sem Abrigo,No,Vimeca,06,830,Estrada Militar,Barcarena
172,-103411.08,-99046.23,Bom,Sem Abrigo,No,SCoTTURB,06,830,Estrada Militar,Barcarena
171,-103417.17,-99041.11,Bom,Sem Abrigo,No,Vimeca,06,830,Estrada Militar,Barcarena
799,-104280.83,-98312.61,Bom,Fechado dos Lados,No,Vimeca,06,1766,Praceta Antonio Leal de Oliveira,Carnaxide e Queijas
1010,-104303.63612383853,-98554.77838335252,Bom,Sem Abrigo,No,Vimeca,06,79,Rua dos Açores,Carnaxide e Queijas
227,-104412.8,-98632.87,Bom,Sem Abrigo,No,Vimeca,06,805,Rua Ilha de São Jorge,Carnaxide e Queijas
230,-104447.68,-98306.88,Bom,Sem Abrigo,No,Vimeca,06,833,Rua Mouzinho da Silveira,Carnaxide e Queijas
234,-104471.99,-98565.73,Bom,Fechado dos Lados,No,Vimeca,06,83,Rua Angra do Heroísmo,Carnaxide e Queijas
224,-104563.77,-98320.53,Bom,Sem Abrigo,No,Vimeca,06,833,Rua Mouzinho da Silveira,Carnaxide e Queijas
226,-104618.82,-98507.86,Bom,Fechado dos Lados,No,Vimeca,06,846,Rua da Quinta do Bonfim,Carnaxide e Queijas
232,-104768.69,-98266.88,Bom,Fechado dos Lados,No,SCoTTURB,06,813,Rua João XXI,Carnaxide e Queijas
52,-104801.2,-98279.24,Bom,Fechado dos Lados,Yes,Vimeca,06,813,Rua João XXI,Carnaxide e Queijas
233,-104935.73,-98290.43,Bom,Fechado dos Lados,Yes,Vimeca,06,813,Rua João XXI,Carnaxide e Queijas
231,-104942.78,-98303.15,Bom,Fechado dos Lados,Yes,Vimeca,06,813,Rua João XXI,Carnaxide e Queijas
886,-106634.688238017,-97653.97896394921,Bom,Sem Abrigo,No,Vimeca,06,382,Avenida Pierre de Coubertin,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
473,-106717.49,-97337.39,Bom,Sem Abrigo,No,Vimeca,06,382,Avenida Pierre de Coubertin,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
470,-106725.59,-97317.38,Bom,Sem Abrigo,No,Vimeca,06,382,Avenida Pierre de Coubertin,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
483,-106784.91,-97126.09,Bom,Sem Abrigo,No,Vimeca,06,386,Rua Sacadura Cabral,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
482,-106791.2,-97137.51,Bom,Fechado dos Lados,Yes,SCoTTURB,06,386,Rua Sacadura Cabral,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
476,-106826.81,-96686.93,Bom,Sem Abrigo,No,Vimeca,06,386,Rua Sacadura Cabral,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
904,-106835.46,-96672.9,Bom,Fechado dos Lados,Yes,Vimeca,06,386,Rua Sacadura Cabral,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
472,-106866.01,-96904.64,Bom,Sem Abrigo,No,Vimeca,06,386,Rua Sacadura Cabral,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
902,-106880.68662292237,-96852.54363954351,Bom,Sem Abrigo,No,Vimeca,06,386,Rua Sacadura Cabral,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
893,-106886.01,-96347.3,Bom,Sem Abrigo,No,Vimeca,06,386,Rua Sacadura Cabral,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
465,-106915.82,-96269.57,Bom,Sem Abrigo,No,Vimeca,06,369,Rua Direita do Dafundo,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
186,-106975.22,-95602.61,Bom,Fechado dos Lados,No,Vimeca,06,118,Alameda Hermano Patrone,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
652,-106975.62,-95277.76,Bom,Sem Abrigo,No,Vimeca,06,103,Rua Damião de Góis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
6,-106992.24,-95299.38,Bom,Sem Abrigo,No,Vimeca,06,103,Rua Damião de Góis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
466,-106999.08,-96066.1,Bom,Fechado dos Lados,No,Vimeca,06,369,Rua Direita do Dafundo,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
9,-107003,-95216.21,Bom,Fechado dos Lados,Yes,Vimeca,06,103,Rua Damião de Góis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
467,-107004.52,-96080.98,Bom,Fechado dos Lados,No,Vimeca,06,369,Rua Direita do Dafundo,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
78,-107008.56,-95490.23,Bom,Fechado dos Lados,Yes,Vimeca,06,118,Alameda Hermano Patrone,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
