gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
183,-103678.36,-96590.26,Bom,Fechado dos Lados,Yes,Vimeca,10,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
791,-103705.46,-96673.6,Bom,Aberto dos Lados,Yes,Vimeca,10,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
595,-103725.69,-95975.2,Bom,Fechado dos Lados,Yes,Vimeca,10,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas
182,-103746.76,-96396.66,Bom,Fechado dos Lados,Yes,SCoTTURB,10,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
181,-103780.59,-96372.2,Bom,Aberto dos Lados,Yes,Vimeca,10,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
180,-103842.39,-96260.96,Bom,Fechado dos Lados,Yes,Vimeca,10,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
594,-103879.91,-95751.23,Bom,Fechado dos Lados,No,Vimeca,10,1116,Avenida Professor Dr. Reinaldo dos Santos,Carnaxide e Queijas
185,-103922.82,-96235.62,Bom,Fechado dos Lados,Yes,SCoTTURB,10,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas
89,-103934.24,-96642.56,Bom,Fechado dos Lados,Yes,Vimeca,10,1113,Avenida de Portugal,Carnaxide e Queijas
107,-103972.32,-95981.88,Bom,Fechado dos Lados,Yes,Vimeca,10,1113,Avenida de Portugal,Carnaxide e Queijas
250,-104031.08,-96173.83,Bom,Fechado dos Lados,Yes,Vimeca,10,1113,Avenida de Portugal,Carnaxide e Queijas
261,-104032.88,-96536.98,Bom,Fechado dos Lados,Yes,Vimeca,10,1113,Avenida de Portugal,Carnaxide e Queijas
597,-104058.98,-95839.14,Bom,Fechado dos Lados,Yes,Vimeca,10,1137,Rua Tenente-General Zeferino Sequeira,Carnaxide e Queijas
953,-104075.89,-95771.82,Bom,Fechado dos Lados,Yes,Vimeca,10,1116,Avenida Professor Dr. Reinaldo dos Santos,Carnaxide e Queijas
605,-104199.74,-95517.44,Bom,Fechado dos Lados,Yes,Vimeca,10,361,Estrada de Outurela,Carnaxide e Queijas
606,-104223.76,-95501.56,Bom,Fechado dos Lados,Yes,Vimeca,10,361,Estrada de Outurela,Carnaxide e Queijas
609,-104226.49,-95797.22,Bom,Fechado dos Lados,Yes,Vimeca,10,327,Avenida do Forte,Carnaxide e Queijas
82,-104255.84,-95234.54,Bom,Fechado dos Lados,No,Vimeca,10,306,Rua dos Cravos de Abril,Carnaxide e Queijas
604,-104256.82,-95173.34,Bom,Fechado dos Lados,No,Vimeca,10,306,Rua dos Cravos de Abril,Carnaxide e Queijas
628,-104278.88666597521,-94122.56603635015,Bom,Sem Abrigo,No,Vimeca,10,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
39,-104282.32,-95055.6,Bom,Fechado dos Lados,Yes,Vimeca,10,306,Rua dos Cravos de Abril,Carnaxide e Queijas
50,-104287.85,-94105.37,Bom,Fechado dos Lados,Yes,Vimeca,10,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
599,-104296.72,-95828.26,Bom,Fechado dos Lados,Yes,Vimeca,10,327,Avenida do Forte,Carnaxide e Queijas
40,-104302.13,-95043.86,Bom,Fechado dos Lados,Yes,Vimeca,10,306,Rua dos Cravos de Abril,Carnaxide e Queijas
622,-104445.64,-94921.33,Bom,Fechado dos Lados,No,Vimeca,10,1134,Largo Sete de Junho de 1759,Carnaxide e Queijas
51,-104458.04,-94329.86,Bom,Fechado dos Lados,No,Vimeca,10,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
38,-104497.842173306,-94358.908881103,Bom,Fechado dos Lados,Yes,Vimeca,10,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
620,-104565.8832899218,-94653.67859291832,Bom,Sem Abrigo,No,Vimeca,10,365,Estrada da Portela,Carnaxide e Queijas
45,-104578.88,-94652.12,Bom,Sem Abrigo,No,Vimeca,10,365,Estrada da Portela,Carnaxide e Queijas
602,-104677.06,-94473.47,Bom,Fechado dos Lados,No,Vimeca,10,1160,Rua Cincinato da Costa,Carnaxide e Queijas
601,-104683.1,-94486.15,Bom,Fechado dos Lados,No,Vimeca,10,1160,Rua Cincinato da Costa,Carnaxide e Queijas
860,-105051.07,-96033.67,Bom,Fechado dos Lados,Yes,Vimeca,10,416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
861,-105093.87,-96039.61,Bom,Fechado dos Lados,Yes,Vimeca,10,416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
359,-105204.46,-96026.88,Bom,Fechado dos Lados,Yes,Vimeca,10,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
349,-105225.66,-96048.66,Bom,Fechado dos Lados,Yes,Vimeca,10,407,Rua Amaro Monteiro,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
29,-105256.47,-95349.66,Bom,Fechado dos Lados,Yes,Vimeca,10,113,Alameda FerNo Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
646,-105261.03,-95520.31,Bom,Sem Abrigo,No,Vimeca,10,124,Avenida José Gomes Ferreira,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
642,-105268.05,-95547.68,Bom,Fechado dos Lados,Yes,Vimeca,10,124,Avenida José Gomes Ferreira,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
30,-105300.44,-95336.46,Bom,Fechado dos Lados,Yes,Vimeca,10,113,Alameda FerNo Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
17,-105324.76833309476,-95632.26166661376,Bom,Sem Abrigo,No,Vimeca,10,416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
643,-105325.87,-95135.44,Bom,Fechado dos Lados,Yes,Vimeca,10,113,Alameda FerNo Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
20,-105353.27,-95172.19,Bom,Fechado dos Lados,Yes,Vimeca,10,113,Alameda FerNo Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
36,-105377.78526436003,-95633.40710368946,Bom,Sem Abrigo,No,Vimeca,10,416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
638,-105456.01,-94993.65,Bom,Fechado dos Lados,Yes,Vimeca,10,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
637,-105462.27,-94976.17,Bom,Fechado dos Lados,Yes,Vimeca,10,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
361,-105510.18,-96017.31,Bom,Fechado dos Lados,No,Vimeca,10,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
362,-105538.35,-96008.83,Bom,Fechado dos Lados,Yes,Vimeca,10,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
37,-105549.20067076161,-95690.84269383312,Bom,Fechado dos Lados,Yes,Vimeca,10,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
26,-105556.0408335595,-95684.40583339432,Bom,Sem Abrigo,No,Vimeca,10,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
27,-105587.02,-95875.21,Bom,Fechado dos Lados,Yes,Vimeca,10,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
28,-105593.51,-95907.44,Bom,Aberto dos Lados,No,Vimeca,10,430,Avenida Carolina Michaelis,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
641,-105655.76,-95028.52,Bom,Fechado dos Lados,Yes,Vimeca,10,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
635,-105696.83,-95075.27,Bom,Fechado dos Lados,Yes,Vimeca,10,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
679,-106071.42513405527,-95039.14634930693,Bom,Fechado dos Lados,Yes,Vimeca,10,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
688,-106112.34689956294,-95027.73434321095,Bom,Fechado dos Lados,Yes,Vimeca,10,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
675,-106288.85,-95136.57,Bom,Fechado dos Lados,Yes,Vimeca,10,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
72,-106342.5,-95131.58,Bom,Fechado dos Lados,Yes,Vimeca,10,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
75,-106560.62,-95186.03,Bom,Aberto dos Lados,Yes,Vimeca,10,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
671,-106568.5,-95165.9,Bom,Fechado dos Lados,Yes,Vimeca,10,10,Avenida dos Bombeiros Voluntários de Algés,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
657,-106786.85846811837,-95149.7421827531,Bom,Fechado dos Lados,Yes,Vimeca,10,155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
70,-106799.63,-95251.22,Bom,Sem Abrigo,No,Vimeca,10,155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
526,-107061.05,-95215,Bom,Fechado dos Lados,Yes,Vimeca,10,102,Largo Dom Manuel I,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
