gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
183,-103678.36,-96590.26,Bom,Fechado dos Lados,Yes,Vimeca,7,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
791,-103705.46,-96673.6,Bom,Aberto dos Lados,Yes,Vimeca,7,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
595,-103725.69,-95975.2,Bom,Fechado dos Lados,Yes,Vimeca,7,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas
182,-103746.76,-96396.66,Bom,Fechado dos Lados,Yes,SCoTTURB,7,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
181,-103780.59,-96372.2,Bom,Aberto dos Lados,Yes,Vimeca,7,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
180,-103842.39,-96260.96,Bom,Fechado dos Lados,Yes,Vimeca,7,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
594,-103879.91,-95751.23,Bom,Fechado dos Lados,No,Vimeca,7,1116,Avenida Professor Dr. Reinaldo dos Santos,Carnaxide e Queijas
185,-103922.82,-96235.62,Bom,Fechado dos Lados,Yes,SCoTTURB,7,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas
89,-103934.24,-96642.56,Bom,Fechado dos Lados,Yes,Vimeca,7,1113,Avenida de Portugal,Carnaxide e Queijas
90,-103960,-96640.32,Bom,Fechado dos Lados,Yes,Vimeca,7,1113,Avenida de Portugal,Carnaxide e Queijas
107,-103972.32,-95981.88,Bom,Fechado dos Lados,Yes,Vimeca,7,1113,Avenida de Portugal,Carnaxide e Queijas
250,-104031.08,-96173.83,Bom,Fechado dos Lados,Yes,Vimeca,7,1113,Avenida de Portugal,Carnaxide e Queijas
597,-104058.98,-95839.14,Bom,Fechado dos Lados,Yes,Vimeca,7,1137,Rua Tenente-General Zeferino Sequeira,Carnaxide e Queijas
953,-104075.89,-95771.82,Bom,Fechado dos Lados,Yes,Vimeca,7,1116,Avenida Professor Dr. Reinaldo dos Santos,Carnaxide e Queijas
609,-104226.49,-95797.22,Bom,Fechado dos Lados,Yes,Vimeca,7,327,Avenida do Forte,Carnaxide e Queijas
599,-104296.72,-95828.26,Bom,Fechado dos Lados,Yes,Vimeca,7,327,Avenida do Forte,Carnaxide e Queijas
1001,-104675.71,-95821.42,Bom,Fechado dos Lados,Yes,Vimeca,7,327,Avenida do Forte,Carnaxide e Queijas
607,-104700.62,-95803.69,Bom,Fechado dos Lados,Yes,Vimeca,7,327,Avenida do Forte,Carnaxide e Queijas
