gid,latitude,longitude,Estado de Conservacao,Tipo de Abrigo,Abrigo com Publicidade?,Operadora,Carreira,Codigo de Rua,Nome da Rua,Freguesia
128,-101966.52,-98573.78,Bom,Fechado dos Lados,Yes,Vimeca,13,216,Estrada Consiglieri Pedroso,Barcarena
745,-102136.13485160771,-98663.30880207638,Bom,Fechado dos Lados,No,Vimeca,13,216,Estrada Consiglieri Pedroso,Barcarena
736,-102231.41,-98789.31,Bom,Fechado dos Lados,Yes,Vimeca,13,216,Estrada Consiglieri Pedroso,Barcarena
147,-102381.73,-98965.83,Bom,Sem Abrigo,No,Vimeca,13,950,Estrada das Palmeiras,Barcarena
156,-102400.99,-98945.23,Bom,Sem Abrigo,No,Vimeca,13,950,Estrada das Palmeiras,Barcarena
734,-102676.09,-98810.3,Bom,Sem Abrigo,No,Vimeca,13,950,Estrada das Palmeiras,Barcarena
161,-102932.36,-98676.69,Bom,Fechado dos Lados,Yes,Vimeca,13,830,Estrada Militar,Barcarena
162,-102962.16,-98672.14,Bom,Sem Abrigo,No,Vimeca,13,830,Estrada Militar,Barcarena
172,-103411.08,-99046.23,Bom,Sem Abrigo,No,SCoTTURB,13,830,Estrada Militar,Barcarena
171,-103417.17,-99041.11,Bom,Sem Abrigo,No,Vimeca,13,830,Estrada Militar,Barcarena
183,-103678.36,-96590.26,Bom,Fechado dos Lados,Yes,Vimeca,13,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
791,-103705.46,-96673.6,Bom,Aberto dos Lados,Yes,Vimeca,13,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
595,-103725.69,-95975.2,Bom,Fechado dos Lados,Yes,Vimeca,13,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas
182,-103746.76,-96396.66,Bom,Fechado dos Lados,Yes,SCoTTURB,13,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
181,-103780.59,-96372.2,Bom,Aberto dos Lados,Yes,Vimeca,13,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
180,-103842.39,-96260.96,Bom,Fechado dos Lados,Yes,Vimeca,13,286,Rua Aquilino Ribeiro,Carnaxide e Queijas
594,-103879.91,-95751.23,Bom,Fechado dos Lados,No,Vimeca,13,1116,Avenida Professor Dr. Reinaldo dos Santos,Carnaxide e Queijas
185,-103922.82,-96235.62,Bom,Fechado dos Lados,Yes,SCoTTURB,13,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas
89,-103934.24,-96642.56,Bom,Fechado dos Lados,Yes,Vimeca,13,1113,Avenida de Portugal,Carnaxide e Queijas
90,-103960,-96640.32,Bom,Fechado dos Lados,Yes,Vimeca,13,1113,Avenida de Portugal,Carnaxide e Queijas
107,-103972.32,-95981.88,Bom,Fechado dos Lados,Yes,Vimeca,13,1113,Avenida de Portugal,Carnaxide e Queijas
250,-104031.08,-96173.83,Bom,Fechado dos Lados,Yes,Vimeca,13,1113,Avenida de Portugal,Carnaxide e Queijas
597,-104058.98,-95839.14,Bom,Fechado dos Lados,Yes,Vimeca,13,1137,Rua Tenente-General Zeferino Sequeira,Carnaxide e Queijas
953,-104075.89,-95771.82,Bom,Fechado dos Lados,Yes,Vimeca,13,1116,Avenida Professor Dr. Reinaldo dos Santos,Carnaxide e Queijas
248,-104091.69,-96778.69,Bom,Fechado dos Lados,No,Vimeca,13,362,Largo da Pátria Nova,Carnaxide e Queijas
243,-104117.95,-97049.09,Bom,Fechado dos Lados,Yes,Vimeca,13,303,Rua Cinco de Outubro,Carnaxide e Queijas
247,-104200.64,-96833.39,Bom,Fechado dos Lados,Yes,Vimeca,13,1279,Avenida Tomás Ribeiro,Carnaxide e Queijas
609,-104226.49,-95797.22,Bom,Fechado dos Lados,Yes,Vimeca,13,327,Avenida do Forte,Carnaxide e Queijas
242,-104235.94,-96573.14,Bom,Fechado dos Lados,Yes,Vimeca,13,1279,Avenida Tomás Ribeiro,Carnaxide e Queijas
255,-104240.6,-96543.14,Bom,Fechado dos Lados,Yes,Vimeca,13,1279,Avenida Tomás Ribeiro,Carnaxide e Queijas
82,-104255.84,-95234.54,Bom,Fechado dos Lados,No,Vimeca,13,306,Rua dos Cravos de Abril,Carnaxide e Queijas
604,-104256.82,-95173.34,Bom,Fechado dos Lados,No,Vimeca,13,306,Rua dos Cravos de Abril,Carnaxide e Queijas
628,-104278.88666597521,-94122.56603635015,Bom,Sem Abrigo,No,Vimeca,13,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
799,-104280.83,-98312.61,Bom,Fechado dos Lados,No,Vimeca,13,1766,Praceta Antonio Leal de Oliveira,Carnaxide e Queijas
39,-104282.32,-95055.6,Bom,Fechado dos Lados,Yes,Vimeca,13,306,Rua dos Cravos de Abril,Carnaxide e Queijas
50,-104287.85,-94105.37,Bom,Fechado dos Lados,Yes,Vimeca,13,1123,Rua da Quinta do Paizinho,Carnaxide e Queijas
599,-104296.72,-95828.26,Bom,Fechado dos Lados,Yes,Vimeca,13,327,Avenida do Forte,Carnaxide e Queijas
